review_idx,sentence_idx,aspect,sentence,true_label,baseline_pred,bert_pred,category,n_words,has_negation_marker
2255,1,"ease of use, assembly and convenience","Perfect for toddler in the bathroom to wash hands, brush teeth, etc.",positive,positive,positive,both_correct,12,False
2255,2,"ease of use, assembly and convenience",we have one in each bathroom.,negative,negative,negative,both_correct,6,False
2255,3,product quality and performance,Would purchase again.,positive,positive,positive,both_correct,3,False
2255,3,"price, cost and value for money",Would purchase again.,positive,positive,positive,both_correct,3,False
2255,4,"design, appearance and looks",Nice quality.,positive,positive,positive,both_correct,2,False
2255,4,"comfort, softness and texture",Nice quality.,positive,positive,positive,both_correct,2,False
2270,0,product quality and performance,These transition nipples have been a lifesaver!,positive,positive,positive,both_correct,7,False
2270,0,safety for babies and children,These transition nipples have been a lifesaver!,positive,positive,positive,both_correct,7,False
2270,1,product quality and performance,Originally my son refused to drink with these; now this is all he will drink with!,negative,positive,positive,both_wrong,16,False
2270,1,safety for babies and children,Originally my son refused to drink with these; now this is all he will drink with!,negative,positive,positive,both_wrong,16,False
2274,0,product quality and performance,Very well made.,positive,positive,positive,both_correct,3,False
2274,0,"design, appearance and looks",Very well made.,positive,positive,positive,both_correct,3,False
2274,1,"design, appearance and looks",Beautiful.,positive,positive,positive,both_correct,1,False
2274,1,product quality and performance,Beautiful.,positive,positive,positive,both_correct,1,False
2274,2,product quality and performance,I am using small magnets to hold it to my metal door and it hold up fine.,positive,positive,positive,both_correct,17,False
2274,2,"ease of use, assembly and convenience",I am using small magnets to hold it to my metal door and it hold up fine.,positive,positive,positive,both_correct,17,False
2284,0,"comfort, softness and texture",Perfect for cold weather and my newborn.,positive,positive,positive,both_correct,7,False
2284,0,"ease of use, assembly and convenience",Perfect for cold weather and my newborn.,positive,positive,positive,both_correct,7,False
2313,0,product quality and performance,Best thing I bought for our twins.,positive,positive,positive,both_correct,7,False
2313,0,safety for babies and children,Best thing I bought for our twins.,positive,positive,positive,both_correct,7,False
2313,1,"ease of use, assembly and convenience",It folds up small and is light.,positive,positive,positive,both_correct,7,False
2313,1,"comfort, softness and texture",It folds up small and is light.,positive,positive,positive,both_correct,7,False
2313,1,"size, dimensions and fit",It folds up small and is light.,positive,positive,positive,both_correct,7,False
2313,2,product quality and performance,The kids love it compared to our tandem one.,positive,positive,positive,both_correct,9,False
2313,2,"comfort, softness and texture",The kids love it compared to our tandem one.,positive,positive,positive,both_correct,9,False
2313,3,"ease of use, assembly and convenience",Easy to steer and push.,positive,positive,positive,both_correct,5,False
2313,3,product quality and performance,Easy to steer and push.,positive,positive,positive,both_correct,5,False
2313,4,product quality and performance,The middle wheel did make it hard to go at a fast pace though we would kick it.,negative,negative,negative,both_correct,18,False
2313,5,product quality and performance,Going at a normal walking pace was no problem.,positive,negative,positive,bert_fixes_baseline_error,9,True
2313,5,"ease of use, assembly and convenience",Going at a normal walking pace was no problem.,positive,negative,positive,bert_fixes_baseline_error,9,True
2313,6,product quality and performance,I love this stroller!!,positive,positive,positive,both_correct,4,False
2313,6,"design, appearance and looks",I love this stroller!!,positive,positive,positive,both_correct,4,False
2329,0,product quality and performance,Durable and does not leak.,positive,positive,positive,both_correct,5,True
2329,0,"durability, washability and longevity",Durable and does not leak.,positive,positive,positive,both_correct,5,True
2342,0,product quality and performance,This is the BEST Pet Gate i have ever bought.,positive,positive,positive,both_correct,10,False
2342,0,"design, appearance and looks",This is the BEST Pet Gate i have ever bought.,positive,positive,positive,both_correct,10,False
2342,1,product quality and performance,"i love how Sturdy it is, how Easily it works,<br",positive,positive,positive,both_correct,10,False
2342,1,"durability, washability and longevity","i love how Sturdy it is, how Easily it works,<br",positive,positive,positive,both_correct,10,False
2342,2,product quality and performance,i am Just in Awe of how Great it is.,positive,positive,positive,both_correct,10,False
2342,2,"design, appearance and looks",i am Just in Awe of how Great it is.,positive,positive,positive,both_correct,10,False
2342,4,product quality and performance,and i have to unscrew and re-position the Bottom Of the Latch Side Twice.,negative,negative,negative,both_correct,14,False
2342,5,product quality and performance,"But once i had it in the Proper postion, it only Took a Couple minor adjustments to make i work smoothly.",negative,negative,negative,both_correct,21,True
2342,5,"ease of use, assembly and convenience","But once i had it in the Proper postion, it only Took a Couple minor adjustments to make i work smoothly.",negative,negative,negative,both_correct,21,True
2342,7,product quality and performance,But i Would Buy it again and Recommend it for any one with pets.,positive,positive,positive,both_correct,14,True
2342,9,product quality and performance,But for sure Pets.,positive,positive,positive,both_correct,4,True
2348,0,"price, cost and value for money",Really great deal!!,positive,positive,positive,both_correct,3,False
2348,1,product quality and performance,"Bought this for charity, arrived on time.",positive,positive,positive,both_correct,7,False
2348,1,customer service and seller support,"Bought this for charity, arrived on time.",positive,positive,positive,both_correct,7,False
2348,1,"packaging, shipping and delivery","Bought this for charity, arrived on time.",positive,positive,positive,both_correct,7,False
2348,2,product quality and performance,Very happy with it.,positive,positive,positive,both_correct,4,False
2348,2,"design, appearance and looks",Very happy with it.,positive,positive,positive,both_correct,4,False
2354,0,product quality and performance,This was a hit at a recent baby shower.,positive,negative,negative,both_wrong,9,False
2354,0,"design, appearance and looks",This was a hit at a recent baby shower.,positive,negative,negative,both_wrong,9,False
2354,2,product quality and performance,"This will be my ""go to"" for any upcoming baby showers.",positive,positive,positive,both_correct,11,False
2354,2,"ease of use, assembly and convenience","This will be my ""go to"" for any upcoming baby showers.",positive,positive,positive,both_correct,11,False
2354,3,"design, appearance and looks",It was well packaged and just a great gift.,positive,positive,positive,both_correct,9,False
2354,3,product quality and performance,It was well packaged and just a great gift.,positive,positive,positive,both_correct,9,False
2354,4,product quality and performance,"I prefer giving personal gifts rather than diapers and this was perfect,",positive,positive,positive,both_correct,12,False
2354,4,"comfort, softness and texture","I prefer giving personal gifts rather than diapers and this was perfect,",positive,positive,positive,both_correct,12,False
2381,0,"design, appearance and looks",like that they stick to windows,negative,negative,negative,both_correct,6,False
2381,0,"durability, washability and longevity",like that they stick to windows,negative,negative,negative,both_correct,6,False
2384,0,"comfort, softness and texture",wonderful and soft!!,positive,positive,positive,both_correct,3,False
2384,0,product quality and performance,wonderful and soft!!,positive,positive,positive,both_correct,3,False
2424,0,product quality and performance,Awesome product.,positive,positive,positive,both_correct,2,False
2424,0,"design, appearance and looks",Awesome product.,positive,positive,positive,both_correct,2,False
2424,1,product quality and performance,Just as described.,positive,positive,positive,both_correct,3,False
2424,1,"ease of use, assembly and convenience",Just as described.,positive,positive,positive,both_correct,3,False
2443,1,product quality and performance,This one is by far the best,positive,positive,positive,both_correct,7,False
2444,0,"comfort, softness and texture",Grandbaby loves these,positive,positive,positive,both_correct,3,False
2444,0,"design, appearance and looks",Grandbaby loves these,positive,positive,positive,both_correct,3,False
2453,0,product quality and performance,We love that these gates have the capability to be out of the way when not in use!,positive,positive,positive,both_correct,18,True
2453,0,"design, appearance and looks",We love that these gates have the capability to be out of the way when not in use!,positive,positive,positive,both_correct,18,True
2453,1,"comfort, softness and texture",So convenient,positive,positive,positive,both_correct,2,False
2453,1,"ease of use, assembly and convenience",So convenient,positive,positive,positive,both_correct,2,False
2453,2,product quality and performance,and they seem to do the job well.,positive,positive,positive,both_correct,8,False
2453,3,product quality and performance,"We've only had them installed for a couple weeks, but they seem sturdy and reliable.",positive,positive,positive,both_correct,15,True
2453,3,"durability, washability and longevity","We've only had them installed for a couple weeks, but they seem sturdy and reliable.",positive,positive,positive,both_correct,15,True
2453,5,"price, cost and value for money","When we went back to get the 3rd, the price had spiked up by $30!",negative,negative,negative,both_correct,15,False
2453,7,product quality and performance,"The only regret we have is not purchasing the other 2 as ""like new.""",negative,negative,negative,both_correct,14,True
2453,7,"price, cost and value for money","The only regret we have is not purchasing the other 2 as ""like new.""",negative,negative,negative,both_correct,14,True
2453,9,product quality and performance,/>We would definitely recommend this gate!!,positive,positive,positive,both_correct,6,False
2453,9,"design, appearance and looks",/>We would definitely recommend this gate!!,positive,positive,positive,both_correct,6,False
2455,1,"price, cost and value for money",and we get it right here on Amazon for better price than the store.,negative,positive,negative,bert_fixes_baseline_error,14,False
2455,1,"ease of use, assembly and convenience",and we get it right here on Amazon for better price than the store.,negative,positive,negative,bert_fixes_baseline_error,14,False
2455,2,product quality and performance,He uses it when he is sweating and working hard to replace important nutrients.,negative,negative,negative,both_correct,14,False
2455,3,product quality and performance,He tends to get cramps and this helps a lot.,positive,negative,positive,bert_fixes_baseline_error,10,False
2459,0,product quality and performance,I use this for our new adopted dog so he can't go down into or basement,negative,negative,negative,both_correct,16,True
2459,0,"ease of use, assembly and convenience",I use this for our new adopted dog so he can't go down into or basement,negative,negative,negative,both_correct,16,True
2461,0,safety for babies and children,"Our 2 year old is tall, always 90th percentile for his age, and could reach a door handle easily at two.",positive,positive,positive,both_correct,21,False
2461,2,product quality and performance,"We purchased the pinch and twist one first, and the smart little man figured out how to manipulate that one, so sometimes he could still get the door open.",positive,negative,positive,bert_fixes_baseline_error,29,False
2461,2,safety for babies and children,"We purchased the pinch and twist one first, and the smart little man figured out how to manipulate that one, so sometimes he could still get the door open.",positive,negative,positive,bert_fixes_baseline_error,29,False
2462,0,"comfort, softness and texture","It's safe, soft and warm fleece",positive,positive,positive,both_correct,6,False
2462,0,product quality and performance,"It's safe, soft and warm fleece",positive,positive,positive,both_correct,6,False
2462,0,safety for babies and children,"It's safe, soft and warm fleece",positive,positive,positive,both_correct,6,False
2471,1,"comfort, softness and texture",It's Johnson's Baby Shampoo.,positive,positive,positive,both_correct,4,False
2471,1,product quality and performance,It's Johnson's Baby Shampoo.,positive,negative,positive,bert_fixes_baseline_error,4,False
2471,2,product quality and performance,My daughter uses it for body wash and shampoo..,negative,positive,negative,bert_fixes_baseline_error,9,False
2471,2,"durability, washability and longevity",My daughter uses it for body wash and shampoo..,negative,negative,negative,both_correct,9,False
2471,3,product quality and performance,she loves it.,positive,positive,positive,both_correct,3,False
2471,3,"comfort, softness and texture",she loves it.,positive,positive,positive,both_correct,3,False
2476,0,"design, appearance and looks",I like it!,positive,positive,positive,both_correct,3,False
2476,0,product quality and performance,I like it!,positive,positive,positive,both_correct,3,False
2478,0,"comfort, softness and texture",Works for dog paws too,negative,positive,negative,bert_fixes_baseline_error,5,False
2478,0,"durability, washability and longevity",Works for dog paws too,negative,positive,negative,bert_fixes_baseline_error,5,False
2479,0,"design, appearance and looks",Bought these for my sister's baby shower.,negative,positive,positive,both_wrong,7,False
2479,0,product quality and performance,Bought these for my sister's baby shower.,negative,positive,negative,bert_fixes_baseline_error,7,False
2479,1,"design, appearance and looks",Filled the bottles with M & M's and used the flowers for decorating diaper cakes.,negative,negative,negative,both_correct,15,False
2479,2,product quality and performance,They were perfect for what we needed!,positive,positive,positive,both_correct,7,False
2479,2,"ease of use, assembly and convenience",They were perfect for what we needed!,positive,positive,positive,both_correct,7,False
2484,0,product quality and performance,Overall I like them,positive,positive,positive,both_correct,4,False
2484,0,"design, appearance and looks",Overall I like them,positive,positive,positive,both_correct,4,False
2484,1,"size, dimensions and fit",But.. They don't fit any size cup.,negative,negative,negative,both_correct,7,True
2484,2,"size, dimensions and fit",They work best on small cups and I doubt they could be forced stretched to fit others without spilling it all.,positive,negative,positive,bert_fixes_baseline_error,21,False
2484,2,product quality and performance,They work best on small cups and I doubt they could be forced stretched to fit others without spilling it all.,positive,negative,positive,bert_fixes_baseline_error,21,False
2484,3,"size, dimensions and fit",Use small cups. <br,negative,negative,negative,both_correct,4,False
2484,3,safety for babies and children,Use small cups. <br,negative,negative,negative,both_correct,4,False
2484,7,product quality and performance,they are nice and easy to clean.,positive,positive,positive,both_correct,7,False
2484,7,"design, appearance and looks",they are nice and easy to clean.,positive,positive,positive,both_correct,7,False
2484,7,"ease of use, assembly and convenience",they are nice and easy to clean.,positive,positive,positive,both_correct,7,False
2484,8,"ease of use, assembly and convenience",Plus I don't have to find matching cups and lids !,negative,positive,positive,both_wrong,11,True
2484,8,"design, appearance and looks",Plus I don't have to find matching cups and lids !,negative,positive,positive,both_wrong,11,True
2493,1,safety for babies and children,We plan on using this with a newborn when we travel soon.,positive,negative,negative,both_wrong,12,False
2493,1,product quality and performance,We plan on using this with a newborn when we travel soon.,positive,negative,positive,bert_fixes_baseline_error,12,False
2493,2,product quality and performance,"Although, it seems of good quality.",positive,positive,positive,both_correct,6,True
2493,2,"design, appearance and looks","Although, it seems of good quality.",positive,positive,positive,both_correct,6,True
2493,3,"design, appearance and looks",Owl mattress pad is cute.,positive,positive,positive,both_correct,5,False
2493,3,"comfort, softness and texture",Owl mattress pad is cute.,positive,positive,positive,both_correct,5,False
2493,4,"ease of use, assembly and convenience",Opens and snaps in place.,positive,positive,positive,both_correct,5,False
2493,4,product quality and performance,Opens and snaps in place.,positive,positive,positive,both_correct,5,False
2493,5,"ease of use, assembly and convenience",Push 4 buttons to fold and go.,negative,positive,positive,both_wrong,7,False
2493,5,product quality and performance,Push 4 buttons to fold and go.,negative,positive,positive,both_wrong,7,False
2493,6,"ease of use, assembly and convenience",Buttons/folding is simple and quick.,positive,positive,positive,both_correct,5,False
2493,6,product quality and performance,Buttons/folding is simple and quick.,positive,positive,positive,both_correct,5,False
2513,0,product quality and performance,Nice size and quality is great,positive,positive,positive,both_correct,6,False
2513,0,"design, appearance and looks",Nice size and quality is great,positive,positive,positive,both_correct,6,False
2517,0,product quality and performance,Surprised in the quality --top notch.,positive,positive,positive,both_correct,6,True
2526,0,product quality and performance,The diaper bag is true to color and very sturdy/well made.,positive,positive,positive,both_correct,11,False
2526,0,"design, appearance and looks",The diaper bag is true to color and very sturdy/well made.,positive,positive,positive,both_correct,11,False
2526,2,product quality and performance,I bought this bag for my son and he loves it!,positive,positive,positive,both_correct,11,False
2526,2,safety for babies and children,I bought this bag for my son and he loves it!,positive,positive,positive,both_correct,11,False
2526,3,safety for babies and children,My Granddaughters are 1 month and 10 month old,positive,positive,positive,both_correct,9,False
2526,4,safety for babies and children,"so they have different diaper sizes, bottles, clothes, and formula.",negative,negative,negative,both_correct,10,False
2526,5,safety for babies and children,"I was able to fit backup clothes for both girls as well as 20 diapers, 2 containers of formula, toys, and snacks inside the bag and still had room left over!",negative,negative,negative,both_correct,31,False
2526,5,"ease of use, assembly and convenience","I was able to fit backup clothes for both girls as well as 20 diapers, 2 containers of formula, toys, and snacks inside the bag and still had room left over!",negative,negative,negative,both_correct,31,False
2526,5,"size, dimensions and fit","I was able to fit backup clothes for both girls as well as 20 diapers, 2 containers of formula, toys, and snacks inside the bag and still had room left over!",negative,negative,negative,both_correct,31,False
2526,6,product quality and performance,This diaper bag is worth every penny and much better than the previous two bags I purchased from JCP.,positive,positive,positive,both_correct,19,False
2526,6,"price, cost and value for money",This diaper bag is worth every penny and much better than the previous two bags I purchased from JCP.,positive,positive,positive,both_correct,19,False
2529,0,"size, dimensions and fit","Nice, big piggy bank.",positive,positive,positive,both_correct,4,False
2529,0,"design, appearance and looks","Nice, big piggy bank.",positive,positive,positive,both_correct,4,False
2529,1,product quality and performance,Holds lots of change.,positive,positive,positive,both_correct,4,False
2529,1,"price, cost and value for money",Holds lots of change.,positive,positive,positive,both_correct,4,False
2529,2,product quality and performance,Great for boy or girl and for older ages too.,positive,positive,positive,both_correct,10,False
2529,2,"comfort, softness and texture",Great for boy or girl and for older ages too.,positive,positive,positive,both_correct,10,False
2542,0,"comfort, softness and texture",These are my favorite baby spoons.,positive,positive,positive,both_correct,6,False
2542,0,product quality and performance,These are my favorite baby spoons.,positive,positive,positive,both_correct,6,False
2542,1,"comfort, softness and texture",They are long handled which makes feeding easier.,positive,negative,positive,bert_fixes_baseline_error,8,False
2542,1,"ease of use, assembly and convenience",They are long handled which makes feeding easier.,positive,negative,positive,bert_fixes_baseline_error,8,False
2542,2,"comfort, softness and texture","They are plastic but the edges are smooth, unlike some baby spoons",positive,positive,positive,both_correct,12,True
2542,2,"design, appearance and looks","They are plastic but the edges are smooth, unlike some baby spoons",positive,positive,positive,both_correct,12,True
2554,1,product quality and performance,"Everyone who has seen it, absolutely loves it.",positive,positive,positive,both_correct,8,False
2554,1,"design, appearance and looks","Everyone who has seen it, absolutely loves it.",positive,positive,positive,both_correct,8,False
2570,0,"durability, washability and longevity",Not moist at all they are dry,negative,negative,negative,both_correct,7,True
2570,0,product quality and performance,Not moist at all they are dry,negative,negative,negative,both_correct,7,True
2571,0,"ease of use, assembly and convenience",Just what I needed,positive,positive,positive,both_correct,4,False
2571,0,"comfort, softness and texture",Just what I needed,positive,positive,positive,both_correct,4,False
2585,0,safety for babies and children,I get an obvious reaction from my 6 week old grandson when interacting with this toy.,positive,negative,positive,bert_fixes_baseline_error,16,False
2585,0,product quality and performance,I get an obvious reaction from my 6 week old grandson when interacting with this toy.,positive,negative,positive,bert_fixes_baseline_error,16,False
2585,1,"design, appearance and looks",He has a repeatable favorite square he will coo and smile at.,positive,positive,positive,both_correct,12,False
2585,1,"comfort, softness and texture",He has a repeatable favorite square he will coo and smile at.,positive,positive,positive,both_correct,12,False
2593,0,product quality and performance,Couldn't ask for a better product.,negative,negative,positive,bert_introduces_new_error,6,True
2593,1,product quality and performance,I use many Aquafor products and am very happy,positive,positive,positive,both_correct,9,False
2593,1,"comfort, softness and texture",I use many Aquafor products and am very happy,positive,positive,positive,both_correct,9,False
2621,0,product quality and performance,"This stuff is a lifesaver, literally.",positive,positive,positive,both_correct,6,False
2621,0,safety for babies and children,"This stuff is a lifesaver, literally.",positive,positive,positive,both_correct,6,False
2625,0,"design, appearance and looks",[[VIDEOID:5901cfbd5ad0b4d352b79b5b502c0522]] This gate is amazing!,positive,positive,positive,both_correct,5,False
2625,0,product quality and performance,[[VIDEOID:5901cfbd5ad0b4d352b79b5b502c0522]] This gate is amazing!,positive,positive,positive,both_correct,5,False
2625,1,safety for babies and children,I just got a new puppy and in need of a puppy gate.,negative,negative,negative,both_correct,13,False
2625,1,"design, appearance and looks",I just got a new puppy and in need of a puppy gate.,negative,negative,negative,both_correct,13,False
2625,2,"ease of use, assembly and convenience",This is super easy to install and it block my dog very well!,negative,positive,positive,both_wrong,13,False
2625,2,product quality and performance,This is super easy to install and it block my dog very well!,negative,positive,positive,both_wrong,13,False
2625,3,product quality and performance,The quality is very sturdy!,positive,positive,positive,both_correct,5,False
2625,3,"durability, washability and longevity",The quality is very sturdy!,positive,positive,positive,both_correct,5,False
2625,4,product quality and performance,Im pleased!,positive,positive,positive,both_correct,2,False
2625,4,"design, appearance and looks",Im pleased!,positive,positive,positive,both_correct,2,False
2630,0,"comfort, softness and texture",This feels just like Johnson's.,positive,positive,positive,both_correct,5,False
2630,0,product quality and performance,This feels just like Johnson's.,positive,positive,positive,both_correct,5,False
2630,1,"price, cost and value for money","But the expiring date is in nine months, which is very soon, for a bottle like this.",negative,negative,negative,both_correct,17,True
2630,2,customer service and seller support,Not happy with sending me this almost expired item.,negative,negative,negative,both_correct,9,True
2648,0,"comfort, softness and texture",Wish they could interlock with each other,negative,negative,negative,both_correct,7,False
2652,0,product quality and performance,"Perfect picture quality, zoom and song features.",positive,positive,positive,both_correct,7,False
2654,0,"ease of use, assembly and convenience","Love the multi compartment, making it easy for hubby to find his products.",positive,positive,positive,both_correct,13,False
2654,0,"design, appearance and looks","Love the multi compartment, making it easy for hubby to find his products.",positive,positive,positive,both_correct,13,False
2654,1,product quality and performance,"Dries quickly, holds a good bit of weight as well.",positive,positive,positive,both_correct,10,False
2654,1,"durability, washability and longevity","Dries quickly, holds a good bit of weight as well.",positive,positive,positive,both_correct,10,False
2701,0,"price, cost and value for money",We purchased a very expensive crib not knowing that the conversion kit was not in the box.,negative,negative,negative,both_correct,17,True
2701,0,safety for babies and children,We purchased a very expensive crib not knowing that the conversion kit was not in the box.,negative,negative,negative,both_correct,17,True
2701,1,"price, cost and value for money",As time went on we had become pregnant with our second child and it honestly slipped our minds to check into the cost of this kit.,negative,positive,negative,bert_fixes_baseline_error,26,False
2701,1,safety for babies and children,As time went on we had become pregnant with our second child and it honestly slipped our minds to check into the cost of this kit.,negative,positive,negative,bert_fixes_baseline_error,26,False
2701,2,"price, cost and value for money",Once we did the research we realize we would be spending hundreds of dollars to transfer to a toddler bed and then again to a full size.,negative,negative,negative,both_correct,27,False
2701,2,safety for babies and children,Once we did the research we realize we would be spending hundreds of dollars to transfer to a toddler bed and then again to a full size.,negative,negative,negative,both_correct,27,False
2701,2,"size, dimensions and fit",Once we did the research we realize we would be spending hundreds of dollars to transfer to a toddler bed and then again to a full size.,negative,negative,negative,both_correct,27,False
2701,3,product quality and performance,This is not something you're interested in doing. We are very happy with this mesh security rail.,positive,positive,negative,bert_introduces_new_error,17,True
2701,4,product quality and performance,It was a great alternative to the expensive conversion kit and works well with her crib.,positive,positive,positive,both_correct,16,False
2701,4,"price, cost and value for money",It was a great alternative to the expensive conversion kit and works well with her crib.,positive,positive,positive,both_correct,16,False
2701,5,product quality and performance,Our daughter is able to easily get in and out of the bed.,positive,positive,positive,both_correct,13,False
2701,5,"ease of use, assembly and convenience",Our daughter is able to easily get in and out of the bed.,positive,positive,positive,both_correct,13,False
2701,6,product quality and performance,We highly recommend this as an alternative to anyone looking to transition to a toddler bed.,positive,positive,positive,both_correct,16,False
2701,6,"comfort, softness and texture",We highly recommend this as an alternative to anyone looking to transition to a toddler bed.,positive,positive,positive,both_correct,16,False
2701,7,product quality and performance,It is worked well for us and gives parents peace of mind as their little ones sleep.,positive,positive,positive,both_correct,17,False
2701,7,safety for babies and children,It is worked well for us and gives parents peace of mind as their little ones sleep.,positive,positive,positive,both_correct,17,False
2703,0,product quality and performance,This product has issues with the mat (base) not seating properly.,negative,positive,negative,bert_fixes_baseline_error,11,True
2703,1,"design, appearance and looks",It creates lumps and sagging in spots.,negative,negative,negative,both_correct,7,False
2703,2,safety for babies and children,We had to reposition our son multiple times throughout a day when we was playing in it.,negative,negative,negative,both_correct,17,False
2703,2,product quality and performance,We had to reposition our son multiple times throughout a day when we was playing in it.,negative,negative,negative,both_correct,17,False
2703,4,safety for babies and children,I would not recommend using for sleeping.,negative,negative,negative,both_correct,7,True
2724,1,"size, dimensions and fit","He's at the weight where he has about 10 more pounds and he will outgrow these (he's 102 pounds at 5'3"" height).",negative,negative,negative,both_correct,22,False
2724,4,"size, dimensions and fit",The adult XS are just huge on him and cause more leakage issues with the large leg openings and massive stretch allowance in the waist of the adult briefs than we accidentally have with these sometimes.,negative,positive,negative,bert_fixes_baseline_error,36,False
2724,4,product quality and performance,The adult XS are just huge on him and cause more leakage issues with the large leg openings and massive stretch allowance in the waist of the adult briefs than we accidentally have with these sometimes.,negative,positive,negative,bert_fixes_baseline_error,36,False
2724,5,product quality and performance,We did find in our particular situation that putting boys boxer briefs on top of the GoodNites has all but eliminated shifting and 'escape' of his privates.,negative,positive,negative,bert_fixes_baseline_error,27,True
2724,5,"ease of use, assembly and convenience",We did find in our particular situation that putting boys boxer briefs on top of the GoodNites has all but eliminated shifting and 'escape' of his privates.,negative,positive,negative,bert_fixes_baseline_error,27,True
2739,0,product quality and performance,I like that it is talc free,positive,negative,positive,bert_fixes_baseline_error,7,False
2739,0,"comfort, softness and texture",I like that it is talc free,positive,negative,positive,bert_fixes_baseline_error,7,False
2745,1,"ease of use, assembly and convenience","I use it as a silverware, plate, seasonings caddy for camping!!",negative,negative,negative,both_correct,11,False
2745,1,"durability, washability and longevity","I use it as a silverware, plate, seasonings caddy for camping!!",negative,negative,negative,both_correct,11,False
2755,0,"ease of use, assembly and convenience",Great size for baby wipes,positive,positive,positive,both_correct,5,False
2755,0,product quality and performance,Great size for baby wipes,positive,positive,positive,both_correct,5,False
2755,0,"size, dimensions and fit",Great size for baby wipes,positive,positive,positive,both_correct,5,False
2765,0,product quality and performance,"We've tried every diaper cream on the market and this is, hands down, the best!",positive,positive,positive,both_correct,15,False
2765,1,"price, cost and value for money",It costs a little more than the competitors but it is worth every penny!,positive,positive,positive,both_correct,14,True
2765,1,product quality and performance,It costs a little more than the competitors but it is worth every penny!,positive,positive,positive,both_correct,14,True
2765,2,"durability, washability and longevity",We always make sure we have a spare jar on hand in case we run out.,positive,negative,negative,both_wrong,16,False
2765,3,product quality and performance,We never want to be without it.,positive,positive,positive,both_correct,7,True
2765,5,safety for babies and children,This brand also has a diaper cream called Triple Paste AF (anti-fungal) that works great on little girls' yeast infections.,positive,positive,positive,both_correct,20,False
2765,6,"price, cost and value for money",We get it on amazon or at our local pharmacy OTC.,negative,negative,negative,both_correct,11,False
2765,6,"ease of use, assembly and convenience",We get it on amazon or at our local pharmacy OTC.,negative,negative,negative,both_correct,11,False
2767,0,"design, appearance and looks",Everyone with little kids knows that youngsters love anything that lights up and makes sounds.,positive,positive,positive,both_correct,15,False
2767,1,"design, appearance and looks",These types of toys are so beloved because they stimulate the senses and a relevant example is this sheep from Wow!,positive,positive,positive,both_correct,21,False
2767,3,product quality and performance,"You place the sheep on a specific color, and it lights up to the same color.",positive,positive,positive,both_correct,16,False
2767,3,"ease of use, assembly and convenience","You place the sheep on a specific color, and it lights up to the same color.",positive,positive,positive,both_correct,16,False
2767,3,"design, appearance and looks","You place the sheep on a specific color, and it lights up to the same color.",positive,positive,positive,both_correct,16,False
2767,5,product quality and performance,This is above and beyond other lighting and sound- producing toys and it is a cool concept for certain. <br,positive,positive,positive,both_correct,20,False
2767,5,"design, appearance and looks",This is above and beyond other lighting and sound- producing toys and it is a cool concept for certain. <br,positive,positive,positive,both_correct,20,False
2767,6,product quality and performance,"/>As much as the qualities of this toy sound impressive, it does have a flaw or two.",negative,negative,negative,both_correct,17,False
2767,8,product quality and performance,"The problem is obvious: it's only a matter of time until the paper rips, gets lost, gets crumpled, etc.",negative,negative,negative,both_correct,19,False
2767,9,"price, cost and value for money","It would have made more sense to have laminated this, but I guess the manufacturer wanted to save a little money. The success rate for the sheep is generally good.",positive,positive,positive,both_correct,30,True
2767,9,product quality and performance,"It would have made more sense to have laminated this, but I guess the manufacturer wanted to save a little money. The success rate for the sheep is generally good.",positive,positive,positive,both_correct,30,True
2767,10,product quality and performance,"Sometimes, it is slow to register when it's placed on a different color and it may or may not change color as a result.",negative,negative,negative,both_correct,24,True
2767,11,"design, appearance and looks","You may need to lift it up, then place it back down again, to get it to register the exact color you want. <br",negative,negative,negative,both_correct,24,False
2767,11,product quality and performance,"You may need to lift it up, then place it back down again, to get it to register the exact color you want. <br",negative,negative,negative,both_correct,24,False
2767,12,"design, appearance and looks",/>It's cool that this CoComelon toy lights up with different colored lights and states the name of the color because it can help young children learn.,positive,negative,positive,bert_fixes_baseline_error,26,False
2767,13,product quality and performance,But the cheap inclusion of a paper strip and the spotty reliability of the color- changing mechanism convince me to rate this toy average overall.,negative,negative,negative,both_correct,25,True
2767,13,"price, cost and value for money",But the cheap inclusion of a paper strip and the spotty reliability of the color- changing mechanism convince me to rate this toy average overall.,negative,negative,negative,both_correct,25,True
2767,14,product quality and performance,"It's a great idea, but needs some updates to improve its rating.",negative,negative,negative,both_correct,12,True
2783,0,product quality and performance,It's ok.,positive,positive,positive,both_correct,2,False
2791,0,"price, cost and value for money",I bought the package and it was well priced.,positive,positive,positive,both_correct,9,False
2791,0,product quality and performance,I bought the package and it was well priced.,positive,positive,positive,both_correct,9,False
2791,0,"packaging, shipping and delivery",I bought the package and it was well priced.,positive,positive,positive,both_correct,9,False
2791,2,product quality and performance,but when I compared to the one I previous bought (with shea butter),negative,positive,negative,bert_fixes_baseline_error,13,True
2791,2,"price, cost and value for money",but when I compared to the one I previous bought (with shea butter),negative,positive,negative,bert_fixes_baseline_error,13,True
2791,3,"design, appearance and looks",I thought they were not as thick.,negative,negative,negative,both_correct,7,True
2791,3,product quality and performance,I thought they were not as thick.,negative,negative,negative,both_correct,7,True
2793,0,safety for babies and children,We bought this stroller for our 9 months baby.,positive,negative,positive,bert_fixes_baseline_error,9,False
